employee_id,department,job_role,monthly_income,years_at_company,attrition_probability,attrition_risk_level,engagement_score,current_skills_count,missing_skills_count,career_readiness_pct,missing_skills,recommended_learning_plan
1143,Research & Development,Research Scientist,3291,7,0.0876,LOW,81.25,10,12,45.45,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|C++|Critical Thinking|Docker|Go|Mathematics|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1148,Research & Development,Laboratory Technician,4272,1,0.32,LOW,50.0,11,9,55.0,Active Learning|MEDITECH software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1150,Research & Development,Manufacturing Director,5056,10,0.1953,LOW,68.75,10,10,50.0,Active Listening|Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Atlassian Confluence|Autodesk AutoCAD|Learning Strategies|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1152,Human Resources,Human Resources,2844,7,0.0754,LOW,87.5,9,11,45.0,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Oracle HRIS|Workday software,Critical Thinking & Complex Decision Making (C-SOFT-01)
1154,Research & Development,Research Scientist,2703,3,0.4056,MEDIUM,75.0,9,13,40.91,Apache Hadoop|Apache Kafka|Apache Spark|C++|Critical Thinking|Git|GitHub|Go|Mathematics|Monitoring|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1156,Research & Development,Laboratory Technician,1904,0,0.6943,HIGH,81.25,8,12,40.0,Active Listening|Billing software|Data entry software|Database software|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft Word|Reading Comprehension|Science|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1157,Sales,Sales Executive,8224,5,0.5059,MEDIUM,37.5,8,11,42.11,Active Learning|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Salesforce software,Critical Thinking & Complex Decision Making (C-SOFT-01)
1158,Research & Development,Laboratory Technician,4766,1,0.3593,MEDIUM,62.5,9,11,45.0,Active Listening|Billing software|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|SAP software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1160,Research & Development,Laboratory Technician,2610,2,0.5558,MEDIUM,75.0,8,12,40.0,Critical Thinking|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Outlook|Microsoft Word|Monitoring|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1161,Research & Development,Healthcare Representative,5731,6,0.1424,LOW,75.0,9,10,47.37,Active Listening|Critical Thinking|Google Analytics|Google Workspace software|Intuit QuickBooks|Microsoft Outlook|Reading Comprehension|Salesforce software|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1162,Research & Development,Research Scientist,2539,4,0.1253,LOW,75.0,9,13,40.91,Amazon Web Services AWS software|Apache Spark|Bash|C|Critical Thinking|Docker|Git|Learning Strategies|Mathematics|Reading Comprehension|Science|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1163,Sales,Sales Executive,5714,6,0.1595,LOW,56.25,8,11,42.11,Active Learning|Active Listening|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1164,Human Resources,Human Resources,4323,5,0.1962,LOW,68.75,9,11,45.0,Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Applicant tracking software|Critical Thinking|Learning Strategies|Microsoft PowerPoint|Monitoring|Oracle HRIS|Speaking|Workday software,Critical Thinking & Complex Decision Making (C-SOFT-01)
1165,Sales,Sales Executive,7336,11,0.5669,MEDIUM,50.0,9,10,47.37,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1166,Research & Development,Research Director,13499,18,0.0869,LOW,68.75,13,9,59.09,Active Listening|Adobe Acrobat|Adobe Photoshop|Mathematics|Microsoft Access|Microsoft Excel|Microsoft Office software|Monitoring|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1167,Sales,Sales Executive,13758,21,0.6222,MEDIUM,56.25,12,7,63.16,Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Critical Thinking|Salesforce software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1171,Sales,Sales Executive,5155,6,0.2214,LOW,62.5,9,10,47.37,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Reading Comprehension|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1172,Research & Development,Laboratory Technician,2258,8,0.1094,LOW,68.75,10,10,50.0,Active Listening|Billing software|Commercial plate reader software|Critical Thinking|Data entry software|MEDITECH software|Microsoft Office software|Microsoft Word|Reading Comprehension|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1173,Research & Development,Laboratory Technician,3597,4,0.269,LOW,81.25,9,11,45.0,Active Learning|Active Listening|Critical Thinking|Data entry software|Database software|Microsoft Office software|Microsoft PowerPoint|Monitoring|SAP software|Science|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1175,Research & Development,Laboratory Technician,2515,1,0.7978,HIGH,87.5,8,12,40.0,Commercial plate reader software|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|SAP software|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1177,Research & Development,Laboratory Technician,4420,8,0.1011,LOW,68.75,9,11,45.0,Active Listening|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Google Docs|Microsoft Excel|Microsoft Word|Monitoring|SAP software|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
1179,Sales,Sales Executive,6578,10,0.2317,LOW,56.25,9,10,47.37,Adobe Acrobat|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Monitoring|Reading Comprehension|Salesforce software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1180,Research & Development,Research Scientist,4422,1,0.1439,LOW,81.25,12,10,54.55,Active Learning|Active Listening|Ansible software|Apache Hadoop|C|C++|Git|Monitoring|Science|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1182,Research & Development,Manufacturing Director,10274,7,0.1308,LOW,56.25,11,9,55.0,Amazon Web Services AWS software|Apache Hadoop|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Microsoft Excel|Microsoft PowerPoint|Monitoring|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1184,Research & Development,Healthcare Representative,5343,13,0.0931,LOW,62.5,10,9,52.63,Active Learning|Active Listening|Amazon Web Services AWS software|Critical Thinking|Google Analytics|Linux|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1185,Research & Development,Laboratory Technician,2376,2,0.1344,LOW,75.0,8,12,40.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Data entry software|MEDITECH software|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|SAP software|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1188,Sales,Sales Executive,5346,4,0.7005,HIGH,43.75,9,10,47.37,Active Learning|Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Reading Comprehension|Salesforce software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1190,Sales,Sales Representative,2827,1,0.3341,LOW,62.5,7,12,36.84,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe Photoshop|Apple macOS|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Salesforce software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1191,Research & Development,Manager,19943,5,0.0886,LOW,75.0,14,6,70.0,Adobe Acrobat|Apache Hadoop|Atlassian Confluence|Microsoft Excel|Monitoring|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1192,Research & Development,Laboratory Technician,3131,10,0.0958,LOW,62.5,10,10,50.0,Active Learning|Billing software|Commercial plate reader software|Data entry software|Database software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Science,Critical Thinking & Complex Decision Making (C-SOFT-01)
1193,Research & Development,Research Scientist,2552,1,0.3829,MEDIUM,62.5,9,13,40.91,Active Learning|Active Listening|Apache Spark|C|Critical Thinking|GitHub|Go|Learning Strategies|Monitoring|Reading Comprehension|Science|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1195,Research & Development,Research Scientist,4477,3,0.3028,LOW,62.5,10,12,45.45,Active Listening|Amazon Web Services AWS software|Apache Spark|C++|Git|GitHub|Go|Learning Strategies|Reading Comprehension|Science|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1196,Research & Development,Manufacturing Director,6474,14,0.048,LOW,75.0,11,9,55.0,Adobe Photoshop|Amazon Web Services AWS software|Atlassian Confluence|Autodesk AutoCAD|Microsoft Excel|Microsoft PowerPoint|Monitoring|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1198,Research & Development,Laboratory Technician,3033,2,0.4295,MEDIUM,43.75,8,12,40.0,Critical Thinking|Data entry software|Google Docs|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1200,Research & Development,Research Scientist,2936,6,0.5999,MEDIUM,75.0,10,12,45.45,Active Learning|Active Listening|Ansible software|Apache Spark|Bash|C|Critical Thinking|GitHub|Go|Learning Strategies|Mathematics|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1201,Research & Development,Manager,18606,7,0.0504,LOW,75.0,13,7,65.0,Active Learning|Apache Hadoop|Autodesk AutoCAD|Learning Strategies|Microsoft PowerPoint|Monitoring|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1202,Research & Development,Research Scientist,2168,5,0.3647,MEDIUM,50.0,10,12,45.45,Active Learning|Active Listening|Apache Kafka|Apache Spark|C|Critical Thinking|Git|GitHub|Monitoring|Reading Comprehension|Science|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1203,Research & Development,Research Scientist,2853,0,0.5748,MEDIUM,68.75,9,13,40.91,Apache Hadoop|Apache Kafka|Apache Spark|Bash|Critical Thinking|Docker|Git|Go|Learning Strategies|Monitoring|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1204,Sales,Manager,17048,26,0.1039,LOW,50.0,14,6,70.0,Amazon Web Services AWS software|Atlassian Confluence|Atlassian JIRA|Autodesk AutoCAD|Learning Strategies|Microsoft PowerPoint,Critical Thinking & Complex Decision Making (C-SOFT-01)
1206,Research & Development,Research Scientist,2290,0,0.1411,LOW,75.0,10,12,45.45,Active Listening|Apache Kafka|Apache Spark|Bash|Critical Thinking|Git|Go|Learning Strategies|Mathematics|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1207,Human Resources,Human Resources,3600,5,0.1169,LOW,75.0,9,11,45.0,Active Listening|Adobe Acrobat|Adobe Photoshop|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Oracle HRIS|Reading Comprehension|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1210,Research & Development,Research Scientist,2107,1,0.3118,LOW,31.25,10,12,45.45,Active Learning|Apache Hadoop|C|C++|Critical Thinking|Docker|GitHub|Go|Learning Strategies|Reading Comprehension|Science|Speaking,Applied Machine Learning & Deep Learning (C-TECH-03)
1211,Sales,Sales Executive,4115,4,0.2447,LOW,62.5,9,10,47.37,Active Listening|Adobe Acrobat|Adobe Illustrator|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1212,Sales,Sales Executive,4327,0,0.2053,LOW,68.75,8,11,42.11,Active Learning|Active Listening|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1215,Research & Development,Manager,17856,2,0.066,LOW,68.75,15,5,75.0,Atlassian JIRA|Microsoft Excel|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1216,Research & Development,Laboratory Technician,3196,6,0.1322,LOW,62.5,9,11,45.0,Active Learning|Active Listening|Billing software|Data entry software|Database software|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1217,Research & Development,Research Director,19081,4,0.0928,LOW,62.5,14,8,63.64,Active Learning|Active Listening|Mathematics|Microsoft Excel|Microsoft SharePoint|Microsoft Visio|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1218,Sales,Sales Executive,8966,7,0.2021,LOW,68.75,10,9,52.63,Active Learning|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Apple macOS|Microsoft Office software|Microsoft Outlook|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
1219,Research & Development,Laboratory Technician,2210,1,0.7757,HIGH,62.5,8,12,40.0,Active Learning|Billing software|Critical Thinking|Data entry software|Database software|MEDITECH software|Microsoft Excel|Microsoft Outlook|Microsoft Word|Monitoring|SAP software|Science,Critical Thinking & Complex Decision Making (C-SOFT-01)
1220,Sales,Sales Executive,4539,10,0.1522,LOW,56.25,9,10,47.37,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Apple macOS|Critical Thinking|Microsoft Office software|Microsoft Outlook|Salesforce software,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1221,Research & Development,Laboratory Technician,2741,7,0.1053,LOW,62.5,9,11,45.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Data entry software|MEDITECH software|Microsoft PowerPoint|Reading Comprehension|SAP software|Science|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1224,Research & Development,Laboratory Technician,3491,10,0.156,LOW,62.5,10,10,50.0,Active Listening|Commercial plate reader software|Database software|MEDITECH software|Microsoft Excel|Microsoft Word|Reading Comprehension|SAP software|Science|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1225,Research & Development,Research Scientist,4541,20,0.1032,LOW,81.25,13,9,59.09,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Spark|Bash|Docker|Mathematics|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1226,Sales,Sales Representative,2678,2,0.2738,LOW,93.75,8,11,42.11,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1228,Research & Development,Manufacturing Director,7379,6,0.0869,LOW,87.5,10,10,50.0,Active Listening|Adobe Creative Cloud software|Amazon Web Services AWS software|Apache Hadoop|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
1231,Human Resources,Human Resources,6272,4,0.1366,LOW,62.5,10,10,50.0,Active Learning|Adobe Acrobat|Learning Strategies|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Speaking|Workday software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
1233,Sales,Sales Executive,5220,11,0.1197,LOW,75.0,10,9,52.63,Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Apple macOS|Microsoft Outlook|Monitoring|Salesforce software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
